Time, Counts, LTA, Delta, Yaw, Pitch
5162.189,968,1172,204,-39.85,-39.85
5169.172,968,1172,204,-41.34,-41.34
5190.118,967,1172,205,-38.44,-38.44
5222.078,967,1172,205,-36.85,-36.85
5235.991,968,1172,204,-36.78,-36.78
5252.982,968,1172,204,-39.45,-39.45
5275.923,968,1172,204,-40.48,-40.48
5290.892,968,1172,204,-39.04,-39.04
5311.835,968,1172,204,-36.17,-36.17
5331.777,968,1172,204,-36.21,-36.21
5354.686,968,1172,204,-38.89,-38.89
5383.641,968,1172,204,-39.35,-39.35
5402.5470000000005,967,1172,205,-38.77,-38.77
5414.519,966,1172,206,-38.81,-38.81
5433.502,967,1172,205,-39.81,-39.81
5461.388,967,1172,205,-41.05,-41.05
5473.397,968,1172,204,-40.21,-40.21
5500.289,969,1172,203,-38.34,-38.34
5523.229,969,1172,203,-36.85,-36.85
5538.184,969,1172,203,-37.48,-37.48
5559.162,969,1172,203,-36.8,-36.8
5580.113,968,1172,204,-38.21,-38.21
5599.0779999999995,968,1172,204,-38.82,-38.82
5623.955,969,1172,203,-37.26,-37.26
5641.942,969,1172,203,-40.15,-40.15
5658.863,968,1172,204,-39.82,-39.82
5679.847,969,1172,203,-40.82,-40.82
5699.792,968,1172,204,-41.24,-41.24
5716.706,967,1172,205,-42.05,-42.05
5738.688,967,1172,205,-40.24,-40.24
5761.632,967,1172,205,-38.11,-38.11
5776.5869999999995,967,1172,205,-39.66,-39.66
5799.525,966,1172,206,-40.88,-40.88
5817.481,965,1172,207,-39.46,-39.46
5860.365,966,1172,206,-39.53,-39.53
5874.284,965,1172,207,-36.15,-36.15
5879.311,964,1172,208,-39.59,-39.59
5917.169,964,1172,208,-36.48,-36.48
5922.161,964,1172,208,-35.77,-35.77
5940.142,964,1172,208,-36.85,-36.85
5956.108,963,1172,209,-42.08,-42.08
5980.013,963,1172,209,-42.2,-42.2
5997.991,963,1172,209,-37.52,-37.52
6033.891,963,1172,209,-35.11,-35.11
6040.873,963,1172,209,-34.31,-34.31
6057.827,964,1172,208,-40.82,-40.82
6081.803,964,1172,208,-42.53,-42.53
6100.73,964,1172,208,-39.82,-39.82
6115.637,963,1172,209,-36.4,-36.4
6138.583,963,1172,209,-36.87,-36.87
6159.555,964,1172,208,-38.66,-38.66
6176.518,965,1172,207,-40.63,-40.63
6196.428,965,1172,207,-40.05,-40.05
6221.383,965,1172,207,-37.25,-37.25
6239.348,965,1172,207,-36.04,-36.04
6259.289,966,1172,206,-39.2,-39.2
6281.239,966,1172,206,-37.75,-37.75
6299.182,965,1172,207,-40.54,-40.54
6322.096,966,1172,206,-37.04,-37.04
6342.034,966,1172,206,-38.19,-38.19
6359.986,966,1172,206,-36.54,-36.54
6379.972,966,1172,206,-32.52,-32.52
6399.878,966,1172,206,-25.05,-25.05
6419.831,967,1172,205,-36.79,-36.79
6444.758,968,1172,204,-41.81,-41.81
6461.755,967,1172,205,-40.29,-40.29
6498.659,966,1172,206,-33.43,-33.43
6511.5779999999995,965,1172,207,-40.01,-40.01
6527.54,966,1172,206,-51.92,-51.92
6550.479,966,1172,206,-47.85,-47.85
6568.428,963,1172,209,-42.23,-42.23
6584.4220000000005,962,1172,210,-35.42,-35.42
6605.33,963,1172,209,-35.43,-35.43
6624.311,964,1172,208,-38.93,-38.93
6643.267,964,1172,208,-41.77,-41.77
6669.223,963,1172,209,-40.22,-40.22
6689.14,964,1172,208,-37.79,-37.79
6739.015,967,1172,205,-33.6,-33.6
6745.9529999999995,968,1172,204,-30.29,-30.29
6753.939,968,1172,204,-34.74,-34.74
6769.888,970,1172,202,-39.27,-39.27
6789.834,971,1172,201,-35.49,-35.49
6811.821,972,1172,200,-23.21,-23.21
6826.736,971,1172,201,-32.34,-32.34
6850.706,971,1172,201,-51.17,-51.17
6874.649,972,1172,200,-57.96,-57.96
6893.557,970,1172,202,-60.29,-60.29
6919.487,968,1172,204,-60.8,-60.8
6935.484,968,1172,204,-70.43,-70.43
6965.372,970,1172,202,-70.8,-70.8
6982.366,970,1172,202,-68.59,-68.59
7004.261,970,1172,202,-84.44,-84.44
7024.243,972,1172,200,-89.75,-89.75
7046.156,975,1172,197,-87.29,-87.29
7063.12,977,1172,195,-81.32,-81.32
7083.094,977,1172,195,-70.78,-70.78
7104.999,977,1172,195,-68.95,-68.95
7138.942,978,1172,194,-65.13,-65.13
7147.877,981,1172,191,-70.35,-70.35
7163.838,982,1172,190,-66.53,-66.53
7194.758,982,1172,190,-49.17,-49.17
7199.772,982,1172,190,-34.23,-34.23
7222.678,985,1172,187,-27.07,-27.07
7240.664,988,1172,184,-24.45,-24.45
7262.608,990,1172,182,-21.03,-21.03
7281.559,990,1172,182,-29.02,-29.02
7299.505,991,1172,181,-24.65,-24.65
7332.417,992,1172,180,-17.96,-17.96
7349.375,993,1172,179,-22.42,-22.42
7364.335,994,1172,178,-18.13,-18.13
7380.29,995,1172,177,-5.43,-5.43
7408.215,995,1172,177,-4.96,-4.96
7438.1,996,1172,176,4.14,4.14
7457.05,998,1172,174,-1.75,-1.75
7462.072,997,1172,175,-1.01,-1.01
7481.995,997,1172,175,1.95,1.95
7500.967,999,1172,173,15.59,15.59
7522.877,1001,1172,171,36.73,36.73
7541.822,1003,1172,169,11.56,11.56
7564.7970000000005,1004,1172,168,26.4,26.4
7582.748,1004,1172,168,26.06,26.06
7604.654,1003,1172,169,23.11,23.11
7617.655,1003,1172,169,21.47,21.47
7636.607,1003,1172,169,8.65,8.65
7664.537,1002,1172,170,14.44,14.44
7689.484,1002,1172,170,19.52,19.52
7699.436,1002,1172,170,15.38,15.38
7721.344,1002,1172,170,13.21,13.21
7739.372,1002,1172,170,9.78,9.78
7786.177,1000,1172,172,15.31,15.31
7795.149,1000,1172,172,19.37,19.37
7801.1630000000005,1001,1172,171,9.26,9.26
7832.05,1002,1172,170,13.94,13.94
7838.0650000000005,1001,1172,171,7.66,7.66
7860.008,1000,1172,172,12.05,12.05
7878.955,1000,1172,172,33.87,33.87
7897.914,1001,1172,171,14.52,14.52
7921.818,1001,1172,171,14.08,14.08
7943.784,1001,1172,171,17.76,17.76
7960.706,1001,1172,171,13.81,13.81
7979.695,1002,1172,170,11.4,11.4
7998.645,1001,1172,171,8.81,8.81
8018.582,1000,1172,172,-2.92,-2.92
8044.513,1000,1172,172,13.08,13.08
8058.475,1001,1172,171,29.29,29.29
8079.43,1001,1172,171,18.28,18.28
8103.322,1001,1172,171,14.27,14.27
8115.325,1002,1172,170,13.43,13.43
8140.223,1003,1172,169,12.59,12.59
8158.208,1003,1172,169,8.26,8.26
8179.153,1002,1172,170,11.87,11.87
8197.111,1002,1172,170,18.66,18.66
8220.05,1003,1172,169,16.94,16.94
8236.996,1003,1172,169,17.38,17.38
8260.904,1004,1172,168,12.1,12.1
8278.885,1004,1172,168,15.9,15.9
8296.838,1004,1172,168,20.32,20.32
8317.791,1004,1172,168,20.39,20.39
8340.686,1004,1172,168,14.84,14.84
8358.671,1004,1172,168,18.05,18.05
8377.596,1004,1172,168,21.03,21.03
8419.509,1003,1172,169,16.25,16.25
8425.499,1004,1172,168,10.49,10.49
8443.41,1004,1172,168,8.08,8.08
8473.384,1004,1172,168,5.1,5.1
8478.334,1003,1172,169,4.35,4.35
8496.304,1003,1172,169,19.95,19.95
8518.25,1004,1172,168,22.2,22.2
8535.165,1005,1172,167,19.93,19.93
8558.104,1005,1172,167,10.57,10.57
8581.054,1005,1172,167,6.2,6.2
8601.996,1004,1172,168,8.87,8.87
8635.898,1003,1172,169,12.02,12.02
8643.874,1003,1172,169,10.81,10.81
8657.837,1004,1172,168,3.75,3.75
8677.825,1004,1172,168,4.24,4.24
8695.784,1004,1172,168,4.1,4.1
8715.717,1004,1172,168,2.57,2.57
8735.63,1006,1172,166,1.89,1.89
8763.556,1008,1172,164,2.82,2.82
8776.561,1008,1172,164,-1.87,-1.87
8797.499,1007,1172,165,-3.71,-3.71
8819.442,1007,1172,165,-1.99,-1.99
8837.394,1008,1172,164,5.76,5.76
8859.302,1008,1172,164,4.36,4.36
8877.249,1008,1172,164,2.77,2.77
8898.228,1008,1172,164,1.81,1.81
8915.188,1007,1172,165,2.5,2.5
8941.082,1007,1172,165,3.81,3.81
8955.043,1007,1172,165,0.92,0.92
8978.017,1008,1172,164,-2.72,-2.72
8996.971,1008,1172,164,-1.37,-1.37
9017.91,1008,1172,164,4.93,4.93
9059.765,1008,1172,164,11.24,11.24
9065.747,1008,1172,164,11.86,11.86
9078.748,1009,1172,163,11.68,11.68
9113.619,1009,1172,163,17.64,17.64
9118.605,1009,1172,163,15.94,15.94
9134.566,1009,1172,163,7.27,7.27
9158.539,1009,1172,163,0.91,0.91
9178.449,1009,1172,163,-1.17,-1.17
9200.391,1008,1172,164,2.28,2.28
9217.344,1007,1172,165,7.16,7.16
9241.295,1007,1172,165,9.2,9.2
9258.248,1008,1172,164,8.36,8.36
9281.18,1009,1172,163,10.95,10.95
9299.156,1009,1172,163,11.31,11.31
9321.107,1009,1172,163,13.96,13.96
9340.013,1009,1172,163,12.32,12.32
9358.996,1010,1172,162,8.21,8.21
9379.909,1010,1172,162,9.27,9.27
9399.886,1010,1172,162,13.22,13.22
9422.791,1010,1172,162,14.37,14.37
9443.739,1010,1172,162,13.37,13.37
9459.698,1010,1172,162,5.18,5.18
9481.669,1010,1172,162,1.07,1.07
9502.621,1010,1172,162,1.27,1.27
9525.523,1010,1172,162,8.6,8.6
9544.5,1010,1172,162,11.19,11.19
9562.416,1010,1172,162,7.28,7.28
9583.41,1011,1172,161,-0.23,-0.23
9599.354,1010,1172,162,5.06,5.06
9625.251,1009,1172,163,-0.5,-0.5
9642.208,1009,1172,163,-10.58,-10.58
9661.206,1009,1172,163,-7.02,-7.02
9702.079,1008,1172,164,6.8,6.8
9708.026,1008,1172,164,8.5,8.5
9723.986,1008,1172,164,-7.67,-7.67
9751.909,1010,1172,162,22.58,22.58
9762.917,1010,1172,162,10.01,10.01
9787.855,1010,1172,162,-27.27,-27.27
9813.747,1011,1172,161,-53.01,-53.01
9830.738,1010,1172,162,-71.2,-71.2
9843.666,1007,1172,165,-80.7,-80.7
9862.664,1005,1172,167,-83.14,-83.14
9883.559,1004,1172,168,-82.84,-82.84
9908.493,1004,1172,168,-79.54,-79.54
9956.365,1005,1172,167,-89.86,-89.86
9966.34,1005,1172,167,-89.97,-89.97
9973.32,1004,1172,168,-89.52,-89.52
9992.274,1003,1172,169,-89.96,-89.96
10005.269,1002,1172,170,-89.89,-89.89
10025.235,1004,1172,168,-89.66,-89.66
10059.09,1004,1172,168,-84.16,-84.16
10077.05,1003,1172,169,-59.31,-59.31
10093.039,1003,1172,169,-49.98,-49.98
10109.996,1004,1172,168,-88.4,-88.4
10128.906,1004,1172,168,-74.3,-74.3
10149.88,1003,1172,169,89.45,89.45
10186.777,1002,1172,170,83.8,83.8
10194.732,1004,1172,168,-41.57,-41.57
10216.701,1006,1172,166,-67.0,-67.0
10235.65,1003,1172,169,-53.74,-53.74
10259.557,998,1172,174,-34.22,-34.22
10277.546,998,1172,174,10.92,10.92
10306.427,1001,1172,171,4.74,4.74
10343.363,1001,1172,171,-16.33,-16.33
10349.319,998,1172,174,-20.12,-20.12
10364.31,996,1172,176,-23.97,-23.97
10397.226,996,1172,176,-24.57,-24.57
10404.231,997,1172,175,-26.39,-26.39
10427.103,996,1172,176,-22.52,-22.52
10445.093,994,1172,178,-19.45,-19.45
10462.043,994,1172,178,-27.52,-27.52
10485.984,995,1172,177,-35.32,-35.32
10501.938,994,1172,178,-36.44,-36.44
10522.882,992,1172,180,-31.45,-31.45
10547.821,992,1172,180,-23.31,-23.31
10565.745,993,1172,179,-26.66,-26.66
10587.709,994,1172,178,-23.02,-23.02
10609.623,994,1172,178,-27.35,-27.35
10626.574,993,1172,179,-28.14,-28.14
10651.505,993,1172,179,-20.71,-20.71
10673.445,993,1172,179,-29.56,-29.56
10686.444,992,1172,180,-5.25,-5.25
10708.355,992,1172,180,-10.34,-10.34
10728.332,993,1172,179,-22.12,-22.12
10751.246,994,1172,178,-21.65,-21.65
10775.183,994,1172,178,-35.88,-35.88
10794.147,992,1172,180,-65.75,-65.75
10812.108,992,1172,180,-37.29,-37.29
10833.058,992,1172,180,-8.18,-8.18
10851.986,991,1172,181,-15.63,-15.63
10871.913,993,1172,179,-27.21,-27.21
10898.88,995,1172,177,-29.57,-29.57
10911.807,994,1172,178,-22.4,-22.4
10934.745,992,1172,180,-5.62,-5.62
10953.73,993,1172,179,-6.59,-6.59
10986.647,995,1172,177,-19.74,-19.74
10993.587,995,1172,177,-32.74,-32.74
11037.477,993,1172,179,-23.18,-23.18
11042.456,991,1172,181,-27.83,-27.83
11056.457,992,1172,180,-31.08,-31.08
11076.441,994,1172,178,-27.23,-27.23
11097.327,993,1172,179,-15.94,-15.94
11116.294,990,1172,182,-4.65,-4.65
11141.194,991,1172,181,-1.24,-1.24
11155.2,992,1172,180,-6.94,-6.94
11177.097,992,1172,180,-12.62,-12.62
11198.075,991,1172,181,-14.91,-14.91
11217.024,991,1172,181,-10.32,-10.32
11260.874,991,1172,181,-15.82,-15.82
11266.9,992,1172,180,-18.73,-18.73
11281.858,992,1172,180,-18.64,-18.64
11301.802,991,1172,181,-18.36,-18.36
11321.744,992,1172,180,-19.66,-19.66
11343.657,993,1172,179,-15.27,-15.27
11361.638,993,1172,179,-17.82,-17.82
11387.573,992,1172,180,-20.37,-20.37
11402.537,990,1172,182,-18.52,-18.52
11427.427,991,1172,181,-21.69,-21.69
11445.385,992,1172,180,-20.92,-20.92
11465.367,993,1172,179,-17.08,-17.08
11482.323,993,1172,179,-12.54,-12.54
11516.196,993,1172,179,-9.11,-9.11
11528.193,993,1172,179,-12.95,-12.95
11549.145,993,1172,179,-10.36,-10.36
11568.092,993,1172,179,-18.48,-18.48
11589.996,993,1172,179,-23.75,-23.75
11627.89,993,1172,179,-23.9,-23.9
11638.899,993,1172,179,-24.12,-24.12
11656.848,993,1172,179,-27.23,-27.23
11672.787,993,1172,179,-26.08,-26.08
11690.761,992,1172,180,-29.31,-29.31
11747.611,991,1172,181,-27.48,-27.48
11752.598,991,1172,181,-27.15,-27.15
11758.544,991,1172,181,-25.44,-25.44
11773.502,992,1172,180,-25.18,-25.18
11796.44,991,1172,181,-24.49,-24.49
11815.435,991,1172,181,-23.68,-23.68
11836.375,991,1172,181,-24.55,-24.55
11858.313,992,1172,180,-21.91,-21.91
11880.254,992,1172,180,-24.88,-24.88
11898.203,992,1172,180,-25.88,-25.88
11919.149,992,1172,180,-26.07,-26.07
11938.095,992,1172,180,-24.75,-24.75
11957.045,992,1172,180,-24.45,-24.45
11983.984,993,1172,179,-24.06,-24.06
11997.936,993,1172,179,-26.19,-26.19
12020.877,993,1172,179,-20.01,-20.01
12044.78,993,1172,179,-22.88,-22.88
12063.725,994,1172,178,-22.92,-22.92
12082.708,995,1172,177,-22.19,-22.19
12110.605,994,1172,178,-25.16,-25.16
12122.606,994,1172,178,-22.86,-22.86
12145.541,993,1172,179,-25.03,-25.03
12166.485,993,1172,179,-20.25,-20.25
12184.401,993,1172,179,-20.32,-20.32
12225.33,993,1172,179,-19.14,-19.14
12232.282,993,1172,179,-25.95,-25.95
12267.187,993,1172,179,-21.94,-21.94
12272.205,993,1172,179,-22.38,-22.38
12295.106,992,1172,180,-23.02,-23.02
12318.078,992,1172,180,-24.85,-24.85
12338.027,993,1172,179,-20.03,-20.03
12360.986,993,1172,179,-22.27,-22.27
12372.932,993,1172,179,-19.94,-19.94
12395.87,993,1172,179,-20.35,-20.35
12418.809,993,1172,179,-21.54,-21.54
12433.773,993,1172,179,-22.93,-22.93
12463.689,993,1172,179,-23.7,-23.7
12477.622,993,1172,179,-21.5,-21.5
12497.564,993,1172,179,-26.01,-26.01
12516.557,993,1172,179,-24.3,-24.3
12549.46,993,1172,179,-22.2,-22.2
12571.367,993,1172,179,-24.22,-24.22
12590.321,992,1172,180,-20.1,-20.1
12596.337,993,1172,179,-23.69,-23.69
12622.231,993,1172,179,-20.93,-20.93
12638.198,993,1172,179,-23.48,-23.48
12659.137,993,1172,179,-21.13,-21.13
12677.089,993,1172,179,-21.99,-21.99
12700.023,993,1172,179,-22.96,-22.96
12723.0,993,1172,179,-23.95,-23.95
12743.91,993,1172,179,-20.15,-20.15
12762.992,992,1172,180,-22.7,-22.7
12784.931,992,1172,180,-23.89,-23.89
12800.888,993,1172,179,-25.44,-25.44
12829.856,993,1172,179,-22.7,-22.7
12842.81,993,1172,179,-24.45,-24.45
12866.748,993,1172,179,-28.44,-28.44
12906.638,994,1172,178,-26.31,-26.31
12912.655,994,1172,178,-23.61,-23.61
12930.608,993,1172,179,-18.58,-18.58
12950.526,993,1172,179,-21.69,-21.69
12970.476,992,1172,180,-25.39,-25.39
12990.413,992,1172,180,-22.81,-22.81
13009.368,992,1172,180,-22.68,-22.68
13030.342,992,1172,180,-27.86,-27.86
13054.32,992,1172,180,-22.25,-22.25
13072.207,993,1172,179,-24.0,-24.0
13088.161,992,1172,180,-18.52,-18.52
13108.107,992,1172,180,-18.94,-18.94
13129.109,993,1172,179,-20.98,-20.98
13148.085,993,1172,179,-22.13,-22.13
13173.064,993,1172,179,-25.68,-25.68
13187.955,992,1172,180,-22.42,-22.42
13208.897,992,1172,180,-30.72,-30.72
13229.876,993,1172,179,-29.2,-29.2
13248.792,993,1172,179,-24.38,-24.38
13269.733,993,1172,179,-20.12,-20.12
13294.716,993,1172,179,-19.53,-19.53
13310.634,993,1172,179,-26.39,-26.39
13331.573,994,1172,178,-18.58,-18.58
13352.512,993,1172,179,-9.08,-9.08
13370.464,993,1172,179,-11.39,-11.39
13397.392,994,1172,178,-14.5,-14.5
13412.352,995,1172,177,-1.59,-1.59
13432.302,994,1172,178,-3.3,-3.3
13459.229,995,1172,177,-11.32,-11.32
13474.186,996,1172,176,-11.82,-11.82
13497.126,997,1172,175,-21.03,-21.03
13540.01,995,1172,177,-31.65,-31.65
13546.998,994,1172,178,-39.64,-39.64
13557.965,995,1172,177,-81.75,-81.75
13593.868,995,1172,177,-89.58,-89.58
13600.854,995,1172,177,-88.41,-88.41
13619.798,994,1172,178,-89.9,-89.9
13637.748,994,1172,178,-81.26,-81.26
13663.683,997,1172,175,-51.4,-51.4
13678.643,998,1172,174,-70.5,-70.5
13700.586,997,1172,175,-74.99,-74.99
13720.528,996,1172,176,-79.99,-79.99
13739.476,996,1172,176,-80.25,-80.25
13758.425,997,1172,175,-58.75,-58.75
13782.364,996,1172,176,-26.71,-26.71
13803.309,996,1172,176,-21.21,-21.21
13821.297,997,1172,175,-23.46,-23.46
13859.168,999,1172,173,-37.2,-37.2
13865.176,998,1172,174,-30.93,-30.93
13879.104,997,1172,175,-12.01,-12.01
13897.091,997,1172,175,3.6,3.6
13918.014,1000,1172,172,6.63,6.63
13945.934,1002,1172,170,-5.68,-5.68
13962.879,1003,1172,169,-10.1,-10.1
13980.836,1003,1172,169,-1.43,-1.43
13998.783,1003,1172,169,18.81,18.81
14021.721,1005,1172,167,17.89,17.89
14037.679,1008,1172,164,6.89,6.89
14060.731,1009,1172,163,2.93,2.93
14079.68,1007,1172,165,14.42,14.42
14103.62,1007,1172,165,13.82,13.82
14128.557,1008,1172,164,10.1,10.1
14144.517,1009,1172,163,17.33,17.33
14178.42,1008,1172,164,24.11,24.11
14184.434,1008,1172,164,22.6,22.6
14202.394,1009,1172,163,22.14,22.14
14247.231,1011,1172,161,19.37,19.37
14252.252,1011,1172,161,23.31,23.31
14266.181,1010,1172,162,31.62,31.62
14286.137,1010,1172,162,36.64,36.64
14302.096,1012,1172,160,34.58,34.58
14323.065,1013,1172,159,25.77,25.77
14341.983,1012,1172,160,24.32,24.32
14361.961,1010,1172,162,28.49,28.49
14380.908,1010,1172,162,27.48,27.48
14399.857,1011,1172,161,20.9,20.9
14425.815,1012,1172,160,12.48,12.48
14446.702,1010,1172,162,14.48,14.48
14463.691,1008,1172,164,21.85,21.85
14482.603,1008,1172,164,22.2,22.2
14502.556,1010,1172,162,16.21,16.21
14521.533,1010,1172,162,18.47,18.47
14541.482,1009,1172,163,22.59,22.59
14562.408,1009,1172,163,24.93,24.93
14600.357,1010,1172,162,22.11,22.11
14622.238,1012,1172,160,20.19,20.19
14630.242,1012,1172,160,18.98,18.98
14647.205,1012,1172,160,19.64,19.64
14662.122,1012,1172,160,17.57,17.57
14686.066,1013,1172,159,16.18,16.18
14704.013,1013,1172,159,14.67,14.67
14735.959,1012,1172,160,16.41,16.41
14750.918,1012,1172,160,16.41,16.41
14773.861,1012,1172,160,13.7,13.7
14785.798999999999,1012,1172,160,16.33,16.33
14821.732,1012,1172,160,21.44,21.44
14827.681,1011,1172,161,19.76,19.76
14877.551,1012,1172,160,19.14,19.14
14881.54,1012,1172,160,20.43,20.43
