Time, Counts, LTA, Delta, Yaw, Pitch
6706.103,71,1172,1101,-6.93,-6.93
6711.046,74,1172,1098,5.21,5.21
6715.034,75,1172,1097,18.67,18.67
6728.034,74,1172,1098,50.74,50.74
6743.964,75,1172,1097,25.7,25.7
6763.905,78,1172,1094,13.37,13.37
6787.842,1041,1172,131,82.39,82.39
6808.793,79,1172,1093,86.97,86.97
6826.775,78,1172,1094,89.31,89.31
6845.724,1040,1172,132,89.02,89.02
6868.63,1043,1172,129,28.53,28.53
6887.608,1043,1172,129,75.98,75.98
6911.508,1042,1172,130,62.95,62.95
6928.503,1043,1172,129,58.88,58.88
6956.424,1047,1172,125,65.04,65.04
6975.352,1050,1172,122,40.27,40.27
6997.28,1048,1172,124,1.15,1.15
7014.272,1046,1172,126,-18.11,-18.11
7035.213,1047,1172,125,-21.6,-21.6
7054.129,1049,1172,123,-4.05,-4.05
7071.116,1048,1172,124,3.06,3.06
7096.05,1049,1172,123,4.34,4.34
7119.021,1049,1172,123,10.58,10.58
7155.899,1050,1172,122,28.11,28.11
7162.836,1050,1172,122,31.16,31.16
7176.803,1052,1172,120,30.55,30.55
7203.768,1053,1172,119,21.99,21.99
7216.7,1054,1172,118,24.33,24.33
7234.68,1054,1172,118,32.91,32.91
7260.58,1055,1172,117,40.43,40.43
7281.519,1055,1172,117,42.84,42.84
7300.52,1056,1172,116,40.55,40.55
7317.468,1057,1172,115,39.09,39.09
7337.378,1056,1172,116,45.19,45.19
7356.356,1056,1172,116,49.31,49.31
7379.299,1056,1172,116,50.44,50.44
7397.253,1058,1172,114,45.45,45.45
7420.149,1058,1172,114,42.73,42.73
7444.085,1058,1172,114,47.93,47.93
7458.048,1057,1172,115,45.92,45.92
7478.99,1057,1172,115,41.97,41.97
7497.981,1059,1172,113,34.17,34.17
7519.926,1059,1172,113,27.82,27.82
7537.838,1058,1172,114,25.94,25.94
7569.79,1057,1172,115,18.48,18.48
7584.749,1057,1172,115,9.92,9.92
7617.6939999999995,1057,1172,115,7.41,7.41
7621.614,1056,1172,116,13.12,13.12
7640.558,1055,1172,117,12.41,12.41
7657.554,1055,1172,117,15.17,15.17
7688.466,1056,1172,116,14.71,14.71
7712.407,1057,1172,115,15.98,15.98
7718.375,1057,1172,115,15.96,15.96
7741.29,1057,1172,115,12.69,12.69
7765.296,1058,1172,114,14.43,14.43
7803.171,1058,1172,114,19.56,19.56
7812.141,1058,1172,114,24.39,24.39
7842.021,1058,1172,114,23.33,23.33
7847.011,1059,1172,113,28.87,28.87
7862.007,1060,1172,112,21.56,21.56
7880.95,1060,1172,112,25.74,25.74
7900.862,1060,1172,112,24.3,24.3
7925.796,1060,1172,112,24.43,24.43
7941.755,1061,1172,111,11.43,11.43
7963.705,1061,1172,111,7.51,7.51
7982.644,1060,1172,112,8.94,8.94
8004.622,1059,1172,113,10.93,10.93
8022.536,1059,1172,113,16.96,16.96
8043.535,1059,1172,113,19.69,19.69
8061.466,1059,1172,113,17.5,17.5
8087.434,1059,1172,113,16.27,16.27
8107.351,1059,1172,113,19.4,19.4
8125.264,1059,1172,113,21.74,21.74
8144.211,1058,1172,114,23.95,23.95
8164.217,1058,1172,114,24.42,24.42
8184.141,1059,1172,113,23.05,23.05
8204.086,1058,1172,114,19.33,19.33
8222.044,1058,1172,114,15.38,15.38
8261.903,1058,1172,114,14.02,14.02
8268.88,1057,1172,115,14.51,14.51
8283.89,1057,1172,115,15.08,15.08
8305.823,1056,1172,116,13.73,13.73
8323.735,1056,1172,116,12.83,12.83
8345.707,1057,1172,115,13.53,13.53
8363.659,1057,1172,115,13.76,13.76
8385.607,1056,1172,116,15.08,15.08
8408.504,1056,1172,116,16.81,16.81
8444.444,1056,1172,116,17.57,17.57
8450.427,1056,1172,116,16.4,16.4
8479.319,1056,1172,116,17.08,17.08
8488.326000000001,1056,1172,116,17.61,17.61
8506.283,1057,1172,115,18.55,18.55
8529.215,1056,1172,116,18.28,18.28
8545.144,1057,1172,115,16.64,16.64
8568.078,1057,1172,115,15.23,15.23
8590.086,1057,1172,115,15.5,15.5
8608.007,1057,1172,115,14.64,14.64
8628.913,1057,1172,115,14.13,14.13
8647.868,1057,1172,115,14.37,14.37
8666.818,1057,1172,115,14.09,14.09
8692.745,1057,1172,115,14.81,14.81
8706.706,1057,1172,115,16.06,16.06
8733.68,1058,1172,114,13.53,13.53
8753.587,1058,1172,114,15.41,15.41
8767.578,1058,1172,114,16.53,16.53
8787.527,1058,1172,114,15.59,15.59
8808.471,1058,1172,114,15.47,15.47
8828.419,1058,1172,114,15.35,15.35
8850.362,1058,1172,114,15.17,15.17
8867.31,1057,1172,115,16.3,16.3
8892.243,1057,1172,115,16.45,16.45
8915.222,1057,1172,115,14.71,14.71
8928.115,1056,1172,116,15.23,15.23
8948.06,1056,1172,116,14.3,14.3
8969.046,1057,1172,115,13.24,13.24
8989.983,1056,1172,116,14.55,14.55
9008.932,1056,1172,116,15.02,15.02
9031.871,1057,1172,115,13.98,13.98
9074.79,1057,1172,115,14.96,14.96
9081.707,1057,1172,115,15.17,15.17
9093.674,1057,1172,115,14.6,14.6
9118.639,1057,1172,115,14.81,14.81
9130.607,1056,1172,116,15.95,15.95
9153.552,1056,1172,116,15.95,15.95
9170.465,1056,1172,116,14.69,14.69
9190.454,1056,1172,116,14.06,14.06
9219.338,1055,1172,117,13.24,13.24
9237.325,1055,1172,117,12.62,12.62
9251.251,1056,1172,116,13.06,13.06
9274.193,1057,1172,115,10.58,10.58
9293.139,1056,1172,116,8.77,8.77
9313.085,1056,1172,116,5.99,5.99
9334.032,1055,1172,117,5.84,5.84
9354.009,1055,1172,117,4.99,4.99
9374.959,1055,1172,117,4.84,4.84
9397.863,1055,1172,117,3.94,3.94
9412.854,1055,1172,117,3.23,3.23
9433.79,1054,1172,118,4.19,4.19
9454.749,1054,1172,118,16.21,16.21
9475.685,1054,1172,118,17.37,17.37
9495.605,1055,1172,117,10.1,10.1
9513.581,1055,1172,117,9.72,9.72
9534.525,1054,1172,118,11.23,11.23
9566.405999999999,1053,1172,119,7.13,7.13
9580.369,1053,1172,119,17.5,17.5
9592.371,1053,1172,119,33.51,33.51
9615.311,1054,1172,118,49.72,49.72
9636.219000000001,1055,1172,117,55.54,55.54
9655.169,1057,1172,115,29.94,29.94
9685.088,1057,1172,115,-0.59,-0.59
9718.997,1056,1172,116,24.04,24.04
9725.02,1055,1172,117,65.56,65.56
9739.941,1054,1172,118,88.47,88.47
9764.88,1054,1172,118,89.38,89.38
9781.869,1056,1172,116,63.09,63.09
9801.782,1055,1172,117,6.93,6.93
9823.752,1053,1172,119,41.38,41.38
9841.704,1051,1172,121,27.56,27.56
9869.638,1051,1172,121,47.88,47.88
9888.582,1054,1172,118,22.55,22.55
9908.528,1054,1172,118,21.03,21.03
9940.442,1051,1172,121,11.87,11.87
9957.363,1049,1172,123,30.24,30.24
9971.364,1052,1172,120,42.09,42.09
9998.292,1051,1172,121,41.56,41.56
10022.19,1050,1172,122,38.86,38.86
10033.198,1051,1172,121,14.16,14.16
10063.133,1052,1172,120,-1.77,-1.77
10091.044,1051,1172,121,-20.15,-20.15
10103.968,1047,1172,125,-34.48,-34.48
10124.95,1046,1172,126,-23.09,-23.09
10151.847,1047,1172,125,-26.29,-26.29
10164.841,1045,1172,127,-19.59,-19.59
10197.751,1044,1172,128,-21.03,-21.03
10213.711,1044,1172,128,-20.19,-20.19
10230.666,1044,1172,128,-14.22,-14.22
10257.556,1044,1172,128,-4.53,-4.53
10275.546,1042,1172,130,2.85,2.85
10295.461,1041,1172,131,-3.87,-3.87
10321.434,1043,1172,129,-5.21,-5.21
10357.291,1044,1172,128,-4.6,-4.6
10363.31,1044,1172,128,-3.8,-3.8
10377.238,1044,1172,128,-4.59,-4.59
10405.162,1044,1172,128,-10.33,-10.33
10417.165,1044,1172,128,-13.01,-13.01
10439.114,1044,1172,128,-11.14,-11.14
10464.005,1044,1172,128,-13.06,-13.06
10481.961,1045,1172,127,-10.87,-10.87
10502.905,1045,1172,127,-5.39,-5.39
10529.867,1045,1172,127,-5.9,-5.9
10541.832,1045,1172,127,-5.73,-5.73
10567.727,1045,1172,127,-3.96,-3.96
10587.712,1044,1172,128,-3.54,-3.54
10609.651,1044,1172,128,-10.3,-10.3
10630.601,1044,1172,128,-9.7,-9.7
10654.53,1044,1172,128,-12.37,-12.37
10677.442,1044,1172,128,-11.3,-11.3
10694.39,1043,1172,129,-10.34,-10.34
10714.375,1043,1172,129,-11.01,-11.01
10737.308,1043,1172,129,-12.27,-12.27
10756.257,1043,1172,129,-10.04,-10.04
10778.167,1043,1172,129,-11.41,-11.41
10801.134,1043,1172,129,-10.86,-10.86
10840.034,1043,1172,129,-6.63,-6.63
10856.954,1042,1172,130,-12.28,-12.28
10867.925,1042,1172,130,-11.85,-11.85
10883.891,1043,1172,129,-9.5,-9.5
10908.879,1043,1172,129,-7.45,-7.45
10923.775,1043,1172,129,-10.28,-10.28
10948.745,1043,1172,129,-12.23,-12.23
10971.651,1042,1172,130,-11.09,-11.09
11001.573,1041,1172,131,-12.99,-12.99
11009.58,1041,1172,131,-12.38,-12.38
11046.48,1041,1172,131,-9.28,-9.28
11054.462,1041,1172,131,-9.3,-9.3
11075.41,1041,1172,131,-10.16,-10.16
11098.342,1041,1172,131,-9.27,-9.27
11118.262,1041,1172,131,-11.42,-11.42
11139.236,1041,1172,131,-9.6,-9.6
11164.132,1041,1172,131,-11.14,-11.14
11181.122,1041,1172,131,-9.52,-9.52
11200.074,1041,1172,131,-10.48,-10.48
11222.012,1041,1172,131,-8.69,-8.69
11241.96,1041,1172,131,-12.85,-12.85
11266.862,1041,1172,131,-9.33,-9.33
11292.798999999999,1041,1172,131,-7.48,-7.48
11305.787,1040,1172,132,-10.04,-10.04
11330.715,1040,1172,132,-13.75,-13.75
11350.668,1040,1172,132,-9.65,-9.65
11373.571,1040,1172,132,-9.85,-9.85
11392.556,1040,1172,132,-11.1,-11.1
11417.454,79,1172,1093,-10.36,-10.36
11439.405,79,1172,1093,-10.85,-10.85
11456.393,79,1172,1093,-10.88,-10.88
11475.335,1040,1172,132,-10.66,-10.66
11497.298999999999,1040,1172,132,-11.89,-11.89
11515.227,1040,1172,132,-14.05,-14.05
11541.2,1040,1172,132,-13.41,-13.41
11565.064,1040,1172,132,-12.93,-12.93
11581.057,79,1172,1093,-12.1,-12.1
11602.967,1040,1172,132,-11.31,-11.31
11636.872,1040,1172,132,-15.12,-15.12
11642.891,1040,1172,132,-13.34,-13.34
11663.829,1040,1172,132,-12.26,-12.26
11734.61,1041,1172,131,-11.58,-11.58
11738.635,1040,1172,132,-13.76,-13.76
11743.588,1040,1172,132,-11.67,-11.67
11752.599,1040,1172,132,-16.17,-16.17
11771.543,1040,1172,132,-14.42,-14.42
11800.436,1040,1172,132,-15.15,-15.15
11818.417,1040,1172,132,-15.11,-15.11
11837.365,1040,1172,132,-10.77,-10.77
11857.319,1040,1172,132,-9.26,-9.26
11882.211,1040,1172,132,-12.44,-12.44
11900.163,1040,1172,132,-14.35,-14.35
11927.135,1040,1172,132,-13.27,-13.27
11945.085,1040,1172,132,-15.23,-15.23
11966.027,1040,1172,132,-11.89,-11.89
11987.931,79,1172,1093,-15.5,-15.5
12008.907,1040,1172,132,-13.41,-13.41
12026.83,1041,1172,131,-12.44,-12.44
12053.822,1041,1172,131,-16.24,-16.24
12074.734,1040,1172,132,-12.39,-12.39
12091.687,79,1172,1093,-11.52,-11.52
12112.73,79,1172,1093,-14.45,-14.45
12149.687,1040,1172,132,-14.8,-14.8
12156.704,1040,1172,132,-14.15,-14.15
12171.627,79,1172,1093,-14.52,-14.52
12194.569,79,1172,1093,-15.27,-15.27
12213.519,79,1172,1093,-14.42,-14.42
12237.452,79,1172,1093,-16.41,-16.41
12276.355,79,1172,1093,-19.13,-19.13
12283.364,79,1172,1093,-14.8,-14.8
12302.289,79,1172,1093,-9.68,-9.68
12322.227,79,1172,1093,-12.29,-12.29
12345.175,1040,1172,132,-14.26,-14.26
12361.123,1040,1172,132,-16.26,-16.26
12380.09,1040,1172,132,-14.6,-14.6
12400.017,1040,1172,132,-18.45,-18.45
12419.963,1040,1172,132,-16.68,-16.68
12448.891,1040,1172,132,-15.04,-15.04
12472.825,1040,1172,132,-15.55,-15.55
12487.782,1041,1172,131,-14.99,-14.99
12508.726,1041,1172,131,-20.81,-20.81
12528.673,1042,1172,130,-18.67,-18.67
12550.615,1042,1172,130,-9.4,-9.4
12567.605,1041,1172,131,-14.04,-14.04
12596.5,1042,1172,130,-21.25,-21.25
12609.457,1041,1172,131,-14.77,-14.77
12637.384,1041,1172,131,-9.56,-9.56
12655.338,1041,1172,131,-2.53,-2.53
12677.275,1042,1172,130,-0.64,-0.64
12706.267,1043,1172,129,-4.59,-4.59
12724.153,1043,1172,129,-13.97,-13.97
12746.09,1043,1172,129,-14.6,-14.6
12764.044,1042,1172,130,-2.95,-2.95
12781.995,1042,1172,130,-7.53,-7.53
12801.967,1043,1172,129,-7.75,-7.75
12820.895,1043,1172,129,-11.46,-11.46
12845.827,1041,1172,131,-8.94,-8.94
12861.783,1041,1172,131,-2.43,-2.43
12885.727,1042,1172,130,-1.75,-1.75
12920.624,1042,1172,130,-6.77,-6.77
12924.62,1043,1172,129,-11.8,-11.8
12962.512,1043,1172,129,-7.73,-7.73
12968.533,1043,1172,129,0.76,0.76
12984.456,1043,1172,129,3.04,3.04
13007.392,1044,1172,128,-0.75,-0.75
13028.335,1045,1172,127,-6.24,-6.24
13045.29,1044,1172,128,-3.6,-3.6
13066.234,1044,1172,128,4.02,4.02
13087.187,1044,1172,128,12.56,12.56
13114.109,1045,1172,127,10.13,10.13
13131.062,1045,1172,127,11.61,11.61
13153.005,1044,1172,128,0.98,0.98
13170.955,1044,1172,128,18.96,18.96
13193.892,1044,1172,128,27.15,27.15
13211.844,1044,1172,128,33.98,33.98
13236.778,1044,1172,128,24.91,24.91
13260.723,1044,1172,128,17.02,17.02
13278.668,1044,1172,128,32.87,32.87
13299.611,1044,1172,128,48.31,48.31
13322.553,1045,1172,127,52.31,52.31
13341.497,1047,1172,125,48.68,48.68
13363.438,1046,1172,126,51.05,51.05
13390.371,1045,1172,127,49.77,49.77
13408.324,1045,1172,127,76.38,76.38
13444.227,1045,1172,127,87.1,87.1
13456.192,1045,1172,127,87.89,87.89
13470.189,1046,1172,126,85.28,85.28
13495.087,1047,1172,125,-75.33,-75.33
13519.027,1046,1172,126,86.64,86.64
13555.927,1045,1172,127,89.91,89.91
13564.901,1045,1172,127,34.41,34.41
13576.868,1046,1172,126,44.6,44.6
13607.785,1047,1172,125,-8.83,-8.83
13617.759,1046,1172,126,4.7,4.7
13635.736,1046,1172,126,80.65,80.65
13661.645,1046,1172,126,61.37,61.37
13683.59,1047,1172,125,77.81,77.81
13697.557,1048,1172,124,50.52,50.52
13721.481,1049,1172,123,1.32,1.32
13740.431,1049,1172,123,-16.58,-16.58
13760.378,1049,1172,123,-3.31,-3.31
13780.329,1049,1172,123,-0.41,-0.41
13802.265,1049,1172,123,1.52,1.52
13821.289,1050,1172,122,6.52,6.52
13844.199,1051,1172,121,11.68,11.68
13863.107,1052,1172,120,24.78,24.78
13881.056,1053,1172,119,37.61,37.61
13902.057,1055,1172,117,25.82,25.82
13921.945,1057,1172,115,18.11,18.11
13939.897,1057,1172,115,14.52,14.52
13961.838,1057,1172,115,29.04,29.04
13987.809,1057,1172,115,20.56,20.56
14007.718,1060,1172,112,15.12,15.12
14024.674,1061,1172,111,30.46,30.46
14042.622,1062,1172,110,31.01,31.01
14067.556,1062,1172,110,30.81,30.81
14085.524,1062,1172,110,31.55,31.55
14106.452,1064,1172,108,27.6,27.6
14127.401,1064,1172,108,29.86,29.86
14155.366,1064,1172,108,20.35,20.35
14172.275,1063,1172,109,26.08,26.08
14201.2,1063,1172,109,14.4,14.4
14212.205,1065,1172,107,20.11,20.11
14241.09,1064,1172,108,24.0,24.0
14253.06,1062,1172,110,23.45,23.45
14274.003,1063,1172,109,23.41,23.41
14290.957,1063,1172,109,23.17,23.17
14315.902,1063,1172,109,21.75,21.75
14334.841,1063,1172,109,17.19,17.19
14353.789,1062,1172,110,21.07,21.07
14373.737,1063,1172,109,20.83,20.83
14393.683,1063,1172,109,18.85,18.85
14414.646,1062,1172,110,16.19,16.19
14433.618,1062,1172,110,16.38,16.38
14454.52,1062,1172,110,18.72,18.72
14477.464,1062,1172,110,18.35,18.35
14494.418,1062,1172,110,21.95,21.95
14514.362,1062,1172,110,21.97,21.97
14536.303,1063,1172,109,20.3,20.3
14554.253,1063,1172,109,20.87,20.87
14573.203,1063,1172,109,20.71,20.71
14595.144,1063,1172,109,19.68,19.68
14616.088,1063,1172,109,21.52,21.52
14641.033,1063,1172,109,19.98,19.98
14654.022,1063,1172,109,18.46,18.46
14676.929,1062,1172,110,18.7,18.7
14695.875,1063,1172,109,19.05,19.05
14740.755,1064,1172,108,16.52,16.52
14752.722,1064,1172,108,17.84,17.84
14765.698,1064,1172,108,18.56,18.56
14774.664,1064,1172,108,17.64,17.64
14802.601,1064,1172,108,19.3,19.3
14836.501,1064,1172,108,18.04,18.04
14845.477,1064,1172,108,17.51,17.51
14858.451000000001,1064,1172,108,18.79,18.79
